project_id,title,description,domain,priority,required_team_size_min,required_team_size_max,required_team_size_target,required_roles,required_skills,tech_requirements,duration_weeks,target_start_date,status,current_staffing_count,current_staffed_ids
P1228,Zero-Trust Auction Service,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,1,4,9,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 1.13}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 1.18}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.93}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.0}]","[""Go"", ""Distributed Systems""]",32,2026-07-21,pipeline,0,[]
P1229,Multi-Region Wallet Service,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,3,5,10,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 1.1}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.0}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.96}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.87}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.82}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.94}]","[""Product Sense"", ""Distributed Systems"", ""TensorFlow/PyTorch""]",21,2026-09-22,pipeline,0,[]
P1230,Privacy-First Auction Service,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,4,6,11,10,"[{""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 10}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.89}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.8}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.99}]","[""Databases"", ""SRE/Observability"", ""Performance Optimization"", ""C++""]",29,2026-10-16,pipeline,0,[]
P1231,Low-Latency Wallet Service 2.0,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,5,4,7,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.73}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.88}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.0}, {""skill"": ""Java"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.99}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.87}]","[""Data Engineering"", ""Go"", ""Kubernetes""]",52,2026-09-04,pipeline,0,[]
P1232,Streaming Service Mesh,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,2,4,8,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 5}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.66}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.13}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 4, ""weight"": 0.88}]","[""Databases"", ""Android""]",31,2026-08-11,pipeline,0,[]
P1233,Privacy-First Places Service v2,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,1,7,11,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 10}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.98}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.7}]","[""BigQuery""]",9,2026-08-26,pipeline,0,[]
P1234,On-Device Bidding Platform,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,3,8,13,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 0.91}, {""skill"": ""Data Engineering"", ""min_proficiency"": 3, ""weight"": 0.9}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.82}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.62}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 0.62}]","[""Frontend""]",30,2026-09-14,pipeline,0,[]
P1235,Low-Latency DevTools Backend 2.0,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,1,3,5,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 3}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.79}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.84}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.95}]","[""Frontend"", ""Cloud (GCP/AWS)"", ""Data Engineering"", ""Android""]",20,2026-10-07,pipeline,0,[]
P1236,Privacy-First Checkout Flow,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,4,5,9,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 1.07}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.74}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.09}]","[""Kubernetes""]",20,2026-07-04,pipeline,0,[]
P1237,Zero-Trust Docs Sync Service,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,4,6,9,9,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.17}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.91}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.0}]","[""Android"", ""Databases"", ""JavaScript/TypeScript"", ""Cloud (GCP/AWS)""]",9,2026-09-01,pipeline,0,[]
P1238,Distributed Creator Studio,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,3,4,9,7,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.65}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.0}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.08}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.65}]","[""Go"", ""C++"", ""SRE/Observability"", ""JavaScript/TypeScript""]",29,2026-10-09,pipeline,0,[]
P1239,Privacy-First Editor Core,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,3,8,12,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 10}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.77}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.67}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 1.08}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.65}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 1.15}]","[""JavaScript/TypeScript"", ""Java"", ""Machine Learning""]",43,2026-10-11,pipeline,0,[]
P1240,Real-Time Rendering Engine,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,5,3,8,7,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.16}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.83}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.7}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.76}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.76}]","[""Frontend"", ""Distributed Systems""]",42,2026-07-24,pipeline,0,[]
P1241,Distributed Fraud Detection v2,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,1,5,8,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 7}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.86}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.69}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.6}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.99}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.98}]","[""Java"", ""BigQuery""]",42,2026-09-03,pipeline,0,[]
P1242,Unified Traffic Predictor,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,4,10,13,12,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 12}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.99}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.75}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.88}, {""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.95}]","[""Data Engineering"", ""Python"", ""Cloud (GCP/AWS)""]",24,2026-10-07,pipeline,0,[]
P1243,Low-Latency Collaboration Engine 2.0,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,1,9,14,9,"[{""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 8}]","[{""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.71}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.95}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 1.17}, {""skill"": ""Product Sense"", ""min_proficiency"": 4, ""weight"": 0.77}, {""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 1.18}]","[""Cloud (GCP/AWS)"", ""JavaScript/TypeScript""]",29,2026-07-19,pipeline,0,[]
P1244,Streaming Fraud Detection v2,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,1,4,7,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 3}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.72}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.93}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.72}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.6}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.87}]","[""TensorFlow/PyTorch"", ""Kubernetes"", ""Cloud (GCP/AWS)""]",44,2026-07-25,pipeline,0,[]
P1245,Petabyte-Scale Model Serving Stack v2,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,1,3,5,5,"[{""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 4}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 3, ""weight"": 1.16}, {""skill"": ""Python"", ""min_proficiency"": 4, ""weight"": 1.08}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 0.66}]","[""Machine Learning""]",10,2026-08-11,pipeline,0,[]
P1246,On-Device Risk Scoring v2,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,5,9,12,11,"[{""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 11}]","[{""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.92}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.06}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.73}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.83}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.67}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.06}]","[""Java"", ""Python"", ""Cloud (GCP/AWS)"", ""Kubernetes""]",22,2026-08-06,pipeline,0,[]
P1247,Next-Gen Feature Store 2.0,A high-impact AI Platform effort focused on shipping production-grade infrastructure.,AI Platform,5,9,14,14,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 13}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 3, ""weight"": 0.76}, {""skill"": ""TensorFlow/PyTorch"", ""min_proficiency"": 4, ""weight"": 1.05}, {""skill"": ""Python"", ""min_proficiency"": 4, ""weight"": 0.8}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 1.14}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.2}, {""skill"": ""BigQuery"", ""min_proficiency"": 4, ""weight"": 0.67}]","[""Databases"", ""Java"", ""BigQuery""]",52,2026-10-17,pipeline,0,[]
P1248,Petabyte-Scale Observability Stack,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,2,3,8,3,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 3}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.08}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 1.1}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 0.66}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 1.17}]","[""Android"", ""BigQuery"", ""Product Sense"", ""Backend APIs""]",29,2026-08-26,pipeline,0,[]
P1249,Next-Gen Watch-Next Service v2,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,5,9,12,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.17}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.92}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 1.04}]","[""Backend APIs"", ""Go""]",21,2026-09-02,pipeline,0,[]
P1250,Zero-Trust Live Transcoder,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,4,10,14,10,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 9}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.94}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.69}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.9}, {""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.13}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.64}, {""skill"": ""Go"", ""min_proficiency"": 3, ""weight"": 0.63}]","[""JavaScript/TypeScript""]",43,2026-09-12,pipeline,0,[]
P1251,On-Device Fraud Detection v2,A high-impact Payments effort focused on shipping production-grade infrastructure.,Payments,2,4,9,4,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 3}]","[{""skill"": ""Security"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 0.97}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.75}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.61}]","[""Data Engineering"", ""Python"", ""Cloud (GCP/AWS)""]",47,2026-08-11,pipeline,0,[]
P1252,Petabyte-Scale Sandbox Layer,A high-impact Chrome effort focused on shipping production-grade infrastructure.,Chrome,2,5,9,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L3"", ""count"": 7}]","[{""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.89}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.62}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 1.12}, {""skill"": ""Frontend"", ""min_proficiency"": 4, ""weight"": 0.75}, {""skill"": ""Security"", ""min_proficiency"": 4, ""weight"": 0.77}]","[""C++""]",45,2026-09-16,pipeline,0,[]
P1253,Cross-Platform Geocoder 2.0,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,1,6,9,8,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 1.18}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.8}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 0.89}]","[""Databases"", ""Cloud (GCP/AWS)"", ""Python"", ""Distributed Systems""]",10,2026-07-27,pipeline,0,[]
P1254,Distributed Calendar Backend 2.0,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,2,4,7,5,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 3}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.92}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 4, ""weight"": 0.94}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.7}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.72}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 0.75}]","[""Backend APIs"", ""Distributed Systems"", ""C++""]",38,2026-09-21,pipeline,0,[]
P1255,Unified Docs Sync Service,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,4,6,10,6,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 4}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 1.02}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.92}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.8}]","[""Distributed Systems"", ""Python""]",13,2026-09-28,pipeline,0,[]
P1256,Zero-Trust Build System,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,3,6,10,8,"[{""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 8}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Kubernetes"", ""min_proficiency"": 4, ""weight"": 0.79}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 1.07}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.7}]","[""Java"", ""Data Engineering""]",33,2026-07-05,pipeline,0,[]
P1257,Multi-Region Storage Layer,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,5,7,11,11,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 0.92}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.86}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 1.12}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 0.87}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.74}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.89}]","[""Product Sense""]",48,2026-08-25,pipeline,0,[]
P1258,Zero-Trust Ranking Engine,A high-impact Search effort focused on shipping production-grade infrastructure.,Search,1,7,10,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.63}, {""skill"": ""C++"", ""min_proficiency"": 3, ""weight"": 0.93}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""Databases"", ""min_proficiency"": 3, ""weight"": 1.02}]","[""SRE/Observability"", ""Performance Optimization""]",29,2026-08-31,pipeline,0,[]
P1259,Zero-Trust Creator Studio Rewrite,A high-impact YouTube effort focused on shipping production-grade infrastructure.,YouTube,5,3,7,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L7"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.77}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 3, ""weight"": 1.18}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.8}]","[""BigQuery""]",19,2026-08-05,pipeline,0,[]
P1260,Self-Serve Tile Renderer Rewrite,A high-impact Maps effort focused on shipping production-grade infrastructure.,Maps,4,5,10,8,"[{""role"": ""Project Manager"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 7}]","[{""skill"": ""C++"", ""min_proficiency"": 4, ""weight"": 0.74}, {""skill"": ""Distributed Systems"", ""min_proficiency"": 4, ""weight"": 1.02}, {""skill"": ""Performance Optimization"", ""min_proficiency"": 4, ""weight"": 0.89}, {""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.78}]","[""BigQuery"", ""Frontend"", ""Security""]",39,2026-07-19,pipeline,0,[]
P1261,Next-Gen Collaboration Engine 2.0,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,4,7,11,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.76}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.98}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.78}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 1.18}]","[""Python"", ""Go"", ""Backend APIs""]",52,2026-08-12,pipeline,0,[]
P1262,Real-Time Scheduler Rewrite,A high-impact Infra effort focused on shipping production-grade infrastructure.,Infra,2,9,13,10,"[{""role"": ""Project Manager"", ""min_level"": ""L6"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L5"", ""count"": 9}]","[{""skill"": ""Distributed Systems"", ""min_proficiency"": 3, ""weight"": 0.73}, {""skill"": ""Kubernetes"", ""min_proficiency"": 3, ""weight"": 0.63}, {""skill"": ""SRE/Observability"", ""min_proficiency"": 3, ""weight"": 1.03}, {""skill"": ""Go"", ""min_proficiency"": 4, ""weight"": 1.15}]","[""JavaScript/TypeScript"", ""Frontend"", ""Data Engineering""]",14,2026-09-26,pipeline,0,[]
P1263,Streaming Budget Optimizer v2,A high-impact Ads effort focused on shipping production-grade infrastructure.,Ads,4,4,7,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Machine Learning"", ""min_proficiency"": 4, ""weight"": 0.68}, {""skill"": ""BigQuery"", ""min_proficiency"": 3, ""weight"": 0.73}, {""skill"": ""Data Engineering"", ""min_proficiency"": 4, ""weight"": 0.97}, {""skill"": ""Backend APIs"", ""min_proficiency"": 4, ""weight"": 0.87}, {""skill"": ""Java"", ""min_proficiency"": 4, ""weight"": 0.7}, {""skill"": ""Product Sense"", ""min_proficiency"": 3, ""weight"": 1.1}]","[""SRE/Observability"", ""Product Sense"", ""Go"", ""Android""]",23,2026-10-16,pipeline,0,[]
P1264,Self-Serve Calendar Backend,A high-impact Workspace effort focused on shipping production-grade infrastructure.,Workspace,1,4,7,7,"[{""role"": ""Tech Lead"", ""min_level"": ""L5"", ""count"": 1}, {""role"": ""Software Engineer"", ""min_level"": ""L4"", ""count"": 6}]","[{""skill"": ""Frontend"", ""min_proficiency"": 3, ""weight"": 0.69}, {""skill"": ""JavaScript/TypeScript"", ""min_proficiency"": 3, ""weight"": 0.94}, {""skill"": ""Backend APIs"", ""min_proficiency"": 3, ""weight"": 0.86}, {""skill"": ""Databases"", ""min_proficiency"": 4, ""weight"": 0.84}]","[""Security"", ""SRE/Observability"", ""Data Engineering"", ""TensorFlow/PyTorch""]",28,2026-07-31,pipeline,0,[]
